Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\FragPipe\ThyDIA\10ngK5\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_5430_DIA10_10ngK5_DWP_2.raw	E:\FragPipe\ThyDIA\10ngHela\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_5430_DIA10_10ng_DWP_2.raw	E:\FragPipe\ThyDIA\10ngHela\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_5430_DIA10_10ng_DWP_1.raw	E:\FragPipe\ThyDIA\10ngK5\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_5430_DIA10_10ngK5_DWP_1.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_6.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_4.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_5.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_8.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_6.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_7.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_8.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_4.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_5.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_7.raw
P09012	P09012		SNRPA		1.0875e+06	908657	883645	1.06183e+06	1.21509e+06	1.18789e+06	1.20141e+06	1.23243e+06	1.28156e+06	1.09794e+06	1.21388e+06	1.18236e+06	1.19746e+06	1.13467e+06	1.11057e+06	1.0518e+06	1.0582e+06	1.00563e+06	1.00549e+06	1.04623e+06
P09038	P09038		FGF2		5340.03	52159.4	58503.7	6420.35								56270.7		31247.3			13980.9	20081.7	22159.4	21567.9
P09086	P09086		POU2F2		44010.9	40108.6	32130.5	42865.6																
P09104	P09104		ENO2		1.3053e+06	697401	718188	1.54607e+06	1.34263e+06	1.35042e+06	679115	1.35903e+06	1.30519e+06	1.28376e+06	797512	1.25648e+06	804038	1.61843e+06	731299	1.2327e+06	1.03446e+06	1.1261e+06	1.43924e+06	1.11212e+06
P09105	P09105		HBQ1		130951			108661	85117.1	79230.5	68097.2	80659.7	68105.4		79503		59127.8		62758.1					
P09110	P09110		ACAA1		110046	119258	119103	92500.1	114524	134821	125143	145248	114365	157297	172627	140301	124342	133743	131876	125788	150459	171774	153753	115416
P09132	P09132		SRP19		86927.5	82839	61679.9	77147.2	148088	115524	50176.1	107424	108381	59481.6	100726	92253.1	87594.1	84813.9	55284.3	84040.3	46152.8	47865.9	57714.1	60407.8
P09211	P09211		GSTP1		2.60806e+06	11063.9	30001.1	2.35704e+06	2.04516e+06	1.96797e+06	1.88453e+06	1.89887e+06	1.83638e+06		1.83547e+06		1.84921e+06		1.80748e+06					
P09234	P09234		SNRPC		1.09302e+06	497052	494454	1.08434e+06	406067	704512	631428	669399	493312	425527	715724	466062	668349	466371	714608	488245	547125	498296	492017	485414
P09382	P09382		LGALS1		1.38312e+06	1.96482e+06	1.94416e+06	1.24107e+06	1.4305e+06	1.34109e+06	1.3443e+06	1.35579e+06	1.36889e+06	2.06365e+06	1.30106e+06	2.10505e+06	1.31251e+06	2.04422e+06	1.33174e+06	2.00057e+06	2.04252e+06	2.1432e+06	2.08362e+06	2.04744e+06
P09417	P09417		QDPR		506462	382642	375993	422211	538326	547533	469404	529864	552548	436889	474300	450637	540882	377815	492137	381530	446904	382466	383689	359789
P09429	P09429		HMGB1		3.6399e+06	3.16179e+06	3.02987e+06	3.59178e+06	3.44244e+06	3.2869e+06	3.01112e+06	3.44998e+06	3.21992e+06	2.75628e+06	3.24306e+06	2.83574e+06	3.06061e+06	2.90842e+06	3.01093e+06	2.81924e+06	2.83119e+06	2.75545e+06	2.74364e+06	2.73394e+06
P09496	P09496		CLTA		1.2367e+06	1.05601e+06	1.03149e+06	1.15898e+06	1.51621e+06	1.38469e+06	1.46269e+06	1.45933e+06	1.46878e+06	1.25924e+06	1.42673e+06	1.10444e+06	1.41521e+06	1.21808e+06	1.48412e+06	1.19124e+06	1.28944e+06	1.09828e+06	1.21812e+06	1.2144e+06
P09497	P09497		CLTB		267951	335848	345331	308066	276100	327486	278476	269543	295703	240492	269696	250915	298973	240777	271234	242932	264518	275190	278636	249554
P09525	P09525		ANXA4		54703.4	581281	592818	58575.6				592785		626821		598663		567721		514408	582232	492370	554476	530340
P09543	P09543		CNP		472155	818683	798570	470736	463813	546482	435585	481814	509311	1.05016e+06	477444	958152	530011	1.01136e+06	540306	1.03632e+06	969007	1.10298e+06	1.02444e+06	1.05649e+06
P09622	P09622		DLD		697786	400791	378167	700004	806113	816131	815421	800725	704128	385709	823803	403772	782418	410042	890254	381663	410966	422725	412766	411178
P09651	P09651		HNRNPA1		1.14844e+07	4.75519e+06	4.34276e+06	1.00376e+07	6.9178e+06	6.77473e+06	6.63487e+06	6.46214e+06	6.48341e+06	2.72848e+06	6.68499e+06	2.98037e+06	6.17813e+06	3.04205e+06	7.35487e+06	2.95753e+06	3.24566e+06	3.02557e+06	2.99439e+06	2.91358e+06
P09661	P09661		SNRPA1		837748	704864	665232	848218	808477	844725	784975	814542	828692	605936	808861	610756	802130	580174	825353	607760	603897	577391	639044	638247
P09668	P09668		CTSH		57100.2			54022.6																
P09669	P09669		COX6C		942684	2.49321e+06	2.45713e+06	922205	713440	667817	697671	691913	701954	1.09349e+06	686331	949549	705693	1.08128e+06	615688	1.11177e+06	1.02733e+06	1.093e+06	1.02747e+06	1.06468e+06
P09874	P09874		PARP1		1.1335e+06	975328	996002	1.07889e+06	1.24155e+06	1.24543e+06	1.23098e+06	1.26048e+06	1.23706e+06	1.06834e+06	1.28881e+06	1.08974e+06	1.27838e+06	1.12994e+06	1.26182e+06	1.12743e+06	1.06398e+06	1.09525e+06	1.12801e+06	1.08823e+06
P09884	P09884		POLA1		54270	83047.2	85528.6	57350.3	118068		93920.8			166245	150158	177582	123057	144289	70765.6	175777	130575	171725	106135	152746
P09960	P09960		LTA4H		200707	677089	707896	213005	180568	189363	198883	180241	185986	707010	198365	708597	192247	747371	206172	668860	666359	748646	736685	782678
P09972	P09972		ALDOC		1.36873e+06	99874.3	95467.6	1.2193e+06	1.52708e+06	1.50344e+06	1.44902e+06	1.39969e+06	1.47816e+06	690435	1.40511e+06	406188	1.47606e+06	865009	1.43381e+06	753617	548358	580004	389671	616082
P0C0L4	P0C0L4		C4A		99748.6	466628	418647	110204	76756.8	79034	170259	6836.88	69941.3	323707	115287	319139	104632	309667	168022	321688	328430	340280	333590	318956
P0C0S5	P0C0S5		H2AZ1		1.41537e+08	2.12461e+08	2.0597e+08	1.1772e+08	1.04505e+08	1.0319e+08	9.83562e+07	1.03763e+08	1.00104e+08	1.41431e+08	1.04156e+08	1.35183e+08	1.0616e+08	1.43812e+08	9.7191e+07	1.43837e+08	1.40834e+08	1.49956e+08	1.43173e+08	1.40853e+08
P0C7M4	P0C7M4		RHOXF2B		14281.8			9502.06																
P0C7P0	P0C7P0		CISD3		37976.2	153934	148126	44650						158269		89112		156978		140691	94948.5	139680	132282	123502
P0CAP2	P0CAP2		POLR2M		22941.2	25302.7	27729.8	31162.8																21349.5
P0CG12	P0CG12		DERPC		565837	257622	237838	506785	875903	1.09265e+06	961985	1.06862e+06	1.10333e+06	833050	858467	251951	840073		890600	186272	392348			740213
P0CG40	P0CG40		SP9			64726.2	54383.4	185942			450013		206870			1.37387e+06	298633	1.3187e+06		1.26928e+06	1.34954e+06	1.55075e+06	1.46814e+06	1.4773e+06
P0DMM9	P0DMM9		SULT1A3		105453	493288	485110	93888.1	109935	119364	108799	122421	104867	451217	131169	443911	97057	448594	115964	450927	517463	453907	485832	479121
P0DMU9	P0DMU9		CT45A10		292441			330986	401645	350761	380792	359239	385756		422546		417227		408034					
P0DMV8	P0DMV8		HSPA1A		1.00199e+07	5.74249e+06	5.82956e+06	1.01126e+07	9.8386e+06	1.01834e+07	9.73269e+06	1.03739e+07	9.89791e+06	6.01751e+06	9.94376e+06	6.17216e+06	9.94176e+06	6.03712e+06	9.95093e+06	6.26407e+06	6.17594e+06	6.28672e+06	6.19207e+06	6.33491e+06
P0DP23	P0DP23		CALM1		4.52618e+06	4.8089e+06	4.75393e+06	4.44165e+06	3.94619e+06	3.69824e+06	3.77791e+06	3.83527e+06	3.68272e+06	3.55046e+06	3.92302e+06	3.92904e+06	3.72365e+06	3.73649e+06	3.71674e+06	3.58526e+06	3.87579e+06	3.62795e+06	3.71364e+06	4.04084e+06
P0DPB6	P0DPB6		POLR1D		145436	100545	171377	208675	130537	131587	149369	137853	126339	96116.5	168171	114528	130293	140750	145333	126722	79022.8	105407	72855.8	119798
P0DPD7	P0DPD7		EEF1AKMT4		48707.6	99937.8	103526	56489.7				65705.5		109996	89500.6			75238.9		112739	132078	118670	119209	29948.5
P0DTW1	P0DTW1		GAGE1		1.49834e+06		49835.5	1.8342e+06			230548				167397		137519		162692					
P10109	P10109		FDX1		54675.9	72694	70974.5	66038.5	57346.8	60177.6	74472	118148		49370	88929.5		105358		79021.2					
P10155	P10155		RO60		228448	120169	120481	186957	273693	291952	274771	293462	299696	158125	254113	171481	270785	179094	245884	177367	192443	177735	139027	165402
P10253	P10253		GAA			100336	102648							152949		137403		119387		132089	133557	124285	124705	121649
P10301	P10301		RRAS		15508.4	66842.5	60186.4	13942.5						115367		113864		149556		133211				
P10321	P10321		HLA-C			334994	360761							495328		440677		503252		369823	387315	451050	431641	384173
P10398	P10398		ARAF		50080.2	113326	113462	52292.6	36195.8	43866.4	69915.9	21505.8	34918.9	73544	70390.4	82656	40277.4		55113.5		58468.9	68143.7	57747.2	65795.8
P10412	P10412		H1-4		255390	1.25848e+07	1.20827e+07	214931	380181	419953	400722	414669	427669	1.35349e+07	420320	1.43811e+07	393721	1.32548e+07	464132	1.25645e+07	1.41262e+07	1.33443e+07	1.37373e+07	1.43912e+07
P10515	P10515		DLAT		821235	370536	366711	793678	1.00846e+06	964788	936525	977270	985367	473122	969208	461534	983067	458986	1.05863e+06	458492	461626	489281	476259	526317
P10586	P10586		PTPRF			156570	165749	91876.3						211288		274571				174050	183954	192339	249836	173106
P10599	P10599		TXN		4.63795e+06	8.7873e+06	7.16686e+06	3.36874e+06	4.20104e+06	4.20129e+06	3.61438e+06	4.51057e+06	4.35347e+06	9.56286e+06	4.05495e+06	9.48877e+06	4.24411e+06	9.9968e+06	4.01252e+06	9.65729e+06	1.0067e+07	9.15363e+06	1.00282e+07	9.26066e+06
P10606	P10606		COX5B		751546	1.06943e+06	1.04111e+06	701127	527894	522631	522091	547707	535215	759702	513082	773999	516485	739416	534679	791663	789651	770701	726931	744346
P10619	P10619		CTSA		89947.5	178862	165906	76087.3	86747.6	90293.7	90432.4	113026	89069.6	204378	76898.5	208410	81588.5	206898	101597	195703	207692	208327	190671	188880
P10620	P10620		MGST1			437839	425249	16069.2						436398		416339		312845		477451	436996	464400	442915	441924
P10643	P10643		C7		10897.7	202694	205214	21164						176277		192228		207793		170701	157213	178720	198807	110832
P10644	P10644		PRKAR1A		185715	287005	268955	185214	163382	138647	159094	160888	147317	191537	168701	165931	155083	206727	138497	215847	167239	177645	199187	205885
P10746	P10746		UROS		122876	50062.7	48520.2	117046	100262	79048.8	97812.3	46291	115887		109989		103970		102435					
P10768	P10768		ESD		1.75485e+06	603448	573921	1.57643e+06	1.26684e+06	1.24244e+06	1.23897e+06	1.25778e+06	1.21523e+06	379269	1.21256e+06	346904	1.15337e+06	369467	1.21299e+06	413065	361583	364762	391812	427132
P10809	P10809		HSPD1		5.56148e+06	5.60234e+06	5.33043e+06	5.10684e+06	5.28308e+06	5.36528e+06	5.15818e+06	5.12422e+06	5.18723e+06	5.72429e+06	5.18216e+06	5.84104e+06	5.01179e+06	6.04316e+06	5.05718e+06	5.99606e+06	5.81187e+06	5.92903e+06	5.78356e+06	5.73808e+06
P10909	P10909		CLU			82218	88825.7							224169		235370		232667		254026	201484	227851	244296	218632
P11021	P11021		HSPA5		1.26017e+06	3.6457e+06	3.53895e+06	1.18911e+06	1.61481e+06	1.45879e+06	1.38549e+06	1.45318e+06	1.4158e+06	4.78366e+06	1.35785e+06	4.98369e+06	1.43246e+06	4.68635e+06	1.41996e+06	4.94259e+06	4.87408e+06	4.84073e+06	4.79252e+06	4.98859e+06
P11047	P11047		LAMC1			18307.8	16394.3																	
P11117	P11117		ACP2		100746	449563	430587	88142.7						186326		236169		204499		190415	219001	182579	259514	198733
P11142	P11142		HSPA8		3.63806e+07	1.84359e+07	1.73401e+07	3.44685e+07	3.41183e+07	3.25063e+07	3.2338e+07	3.29907e+07	3.15676e+07	1.60425e+07	3.28251e+07	1.64071e+07	3.25205e+07	1.62874e+07	3.259e+07	1.61464e+07	1.65014e+07	1.64645e+07	1.68321e+07	1.60972e+07
P11166	P11166		SLC2A1		289743	221644	286159	415278	443258	513690	498996	475895	559352	236030	489558	252707	473017	260828	494484	212132	342168	401315	423223	496640
P11169	P11169		SLC2A3		113205	48305.7	64197.1	62492.7	71121	59308.1	70409.1	77416.2	67167.4	40760.1	64503.8	42218.1	77549.7	39386.9	54789.8			23363.5		
P11171	P11171		EPB41		430102	106927	118594	402003	484223	560795	511835	544132	588166	16828.5	534833		532049	421865	541588					29779.1
P11172	P11172		UMPS		159308	160047	170612	149161	183105	196569	195177	198577	209652	255271	231639	248428	200848	267981	180111	269390	285770	272665	272183	300686
P11177	P11177		PDHB		278313	800977	822915	323050	287715	278178	288309	289052	297800	710700	321557	712980	295394	798780	290324	746350	783613	731409	753593	718532
P11216	P11216		PYGB		293365	481082	438846	248698		638580	733902		6.99947e+06	1.05551e+06	679789	947352		855474		1.13647e+06	951596	1.08079e+06	1.20446e+06	1.0675e+06
P11233	P11233		RALA		129438	295933	353428	142885	82722.7	63076.4	133744	64389.2	97272.2	124699	156836	109749	141451	138502	146569	137046	184045	185505	209479	182355
P11234	P11234		RALB		13382.9	13255.7	14459	15154.7	141555			148928												
P11274	P11274		BCR		178559	40943.8	36244.9	190821	286204	177408	254790	237975	263173		207152	244556	230188		237275			329223	305008	
P11277	P11277		SPTB		1.29643e+06			1.23042e+06	1.70343e+06	1.51445e+06	1.55246e+06	1.61283e+06	1.53166e+06		1.65057e+06		1.46199e+06		1.54893e+06					
P11279	P11279		LAMP1		326159	1.80956e+06	1.65643e+06	372736	401554	426490	381481	403987	394093	1.79098e+06	382918	1.92681e+06	368537	1.83342e+06	380226	1.92749e+06	1.90902e+06	1.98684e+06	1.82064e+06	1.9263e+06
P11310	P11310		ACADM		634725	404752	428964	658150	626378	640035	636145	631200	619607	382454	664192	374343	611873	369218	649275	403146	380666	398982	383351	416946
P11387	P11387		TOP1		756651	2.97202e+06	2.92625e+06	771458	666153	641919	542508	641048	655375	2.50721e+06	766153	2.75413e+06	792786	2.79551e+06	664519	2.73362e+06	2.66642e+06	2.54342e+06	2.71842e+06	2.73065e+06
P11388	P11388		TOP2A		382989	2.6776e+06	2.69811e+06	439798	367531	409974	406428	403162	454169	2.97478e+06	410182	2.82227e+06	468591	2.94996e+06	522926	2.82041e+06	2.95624e+06	2.84649e+06	3.00226e+06	2.86771e+06
P11413	P11413		G6PD		1.88722e+06	1.75052e+06	1.64461e+06	1.80414e+06	1.62723e+06	1.63441e+06	1.61884e+06	1.64868e+06	1.59849e+06	1.39045e+06	1.59632e+06	1.53293e+06	1.65475e+06	1.44352e+06	1.62268e+06	1.47032e+06	1.43554e+06	1.48549e+06	1.60054e+06	1.41217e+06
P11441	P11441		UBL4A		385049	102654	103171	352743	522878	506087	521763	495328	523625	224935	508586	122610	533586	205816	538983	147280	202593	120037	209727	203432
P11474	P11474		ESRRA		50751.9	60080.3	57554.2	34586.9											91354.3					
P11498	P11498		PC		129176	607627	594209	130070	119432	85700.9	84865	133998	102042	528055	111032	497448	90763.7	546520	114420	515936	539754	514312	525386	542344
P11532	P11532		DMD		29205.8	147734	142521	35464.9						69921.8	26020.3	74217.1						47139.9		104158
P11586	P11586		MTHFD1		1.29636e+06	3.89459e+06	3.96047e+06	1.29081e+06	1.49254e+06	1.50262e+06	1.45921e+06	1.49463e+06	1.55557e+06	4.09746e+06	1.40458e+06	4.07755e+06	1.49658e+06	4.16041e+06	1.4381e+06	4.08834e+06	4.19294e+06	4.17076e+06	4.21059e+06	4.32336e+06
P11717	P11717		IGF2R		821198	429048	424569	775062	736283	754673	661016	760018	708687	367103	705763	311717	708281	371181	732837	391963	316039	361622	386065	300007
P11766	P11766		ADH5		815336	601462	560640	916294	948053	851570	1.1063e+06	833479	879443	561438	985070	551559	1.00257e+06	576855	993586	632938	562367	584229	547487	578756
P11802	P11802		CDK4		30133.8	50224.9	49412.4	24483.8	44024.6	103858												17989.8	15262.6	
P11908	P11908		PRPS2		755779	651039	602264	793604	981550	853290	939707	897609	851524	684819	909352	552948	925051	627729	930502	600407	662491	726409	669861	741740
P11940	P11940		PABPC1		2.49026e+06	2.12137e+06	2.17561e+06	2.57531e+06	2.44629e+06	2.37835e+06	2.52706e+06	2.468e+06	2.48596e+06	1.876e+06	2.50519e+06	1.83105e+06	2.45771e+06	1.87969e+06	2.44167e+06	1.89337e+06	2.03638e+06	1.97259e+06	2.08636e+06	2.11511e+06
P12004	P12004		PCNA		2.66449e+06	3.27966e+06	3.24452e+06	2.39283e+06	2.84522e+06	2.67924e+06	2.73429e+06	2.83379e+06	2.58636e+06	3.50095e+06	2.85119e+06	3.54469e+06	2.83379e+06	3.3308e+06	2.84185e+06	3.32005e+06	3.74217e+06	3.80547e+06	3.81025e+06	3.83048e+06
P12081	P12081		HARS		508900	547057	543187	507059	642684	637636	619985	630480	655540	582892	638563	627053	627352	603963	633005	623102	597970	601798	617939	622957
P12109	P12109		COL6A1			179946	152407							179775		189743		205770		202340	211720	229089	174219	221900
P12111	P12111		COL6A3			68040.5	67014.2																	
P12235	P12235		SLC25A4		520406	605247	637480	512781	657406	725719	791817	795334	652379	774837	786060	856981	747075	655379	727944	794018	763758	851530	715015	798864
P12236	P12236		SLC25A6		414077	981552	905883	440845	720456	717760	662554	721920	712344	1.37496e+06	712417	1.35831e+06	715208	1.54682e+06	685139	1.70444e+06	1.4946e+06	1.40731e+06	1.60103e+06	1.50737e+06
P12259	P12259		F5		147140	105532	103899	126739	193168	187338	173206	182918	184520	77692	178760	81592.3	179481	104577	199405	109334	97769	78309.8	99198.8	116215
P12268	P12268		IMPDH2		2.35469e+06	1.16124e+06	1.06746e+06	2.1398e+06	2.64128e+06	2.53038e+06	2.52004e+06	2.56079e+06	2.61486e+06	1.56985e+06	2.36692e+06	1.51224e+06	2.37227e+06	1.65296e+06	2.43518e+06	1.54756e+06	1.48656e+06	1.58178e+06	1.44597e+06	1.5583e+06
P12270	P12270		TPR		1.89292e+06	1.22848e+06	1.24448e+06	1.85083e+06	2.35891e+06	2.35954e+06	2.31068e+06	2.36566e+06	2.32915e+06	1.3565e+06	2.24711e+06	1.51622e+06	2.24275e+06	1.49482e+06	2.25465e+06	1.47714e+06	1.45602e+06	1.41143e+06	1.45499e+06	1.49178e+06
P12277	P12277		CKB		1.68764e+06	394935	389279	1.65401e+06	2.18542e+06	2.32591e+06	2.30182e+06	2.22667e+06	2.13624e+06	659350	2.26649e+06	542405	2.13278e+06	629965	2.11276e+06	500192	579126	614563	566230	614295
P12429	P12429		ANXA3		25184.4	805205	819835	23244.8		61723.6				904875		940909		899612	34309.8	882009	863279	871442	870956	874208
P12532	P12532		CKMT1B		92766.4			90515.4	154895	134804	135469	129433	118761		153865		131096		142821					
P12643	P12643		BMP2				20743																	
P12694	P12694		BCKDHA		20425.3	61570.5	68807.4	24898.7																
P12755	P12755		SKI		9018.57			7236.46																
P12814	P12814		ACTN1		176053	403986	388408	179125	185696	191481	188158	191718	186557	328768	212284	338536	196310	327366	211731	285602	378186	377809	381750	369503
P12829	P12829		MYL4		988029	261882		1.07578e+06	1.23577e+06	1.21693e+06	1.20814e+06	1.31051e+06	1.19647e+06	887380	1.14356e+06		1.13206e+06		1.15121e+06		723004	815123		713977
P12955	P12955		PEPD		156631	339522	346390	139139	189142	204594	166126	139905	154450	352783	132639	393933	155785	368342	166480	371048	375745	359272	331115	397682
P12956	P12956		XRCC6		1.21747e+06	1.55435e+06	1.48678e+06	1.14694e+06	1.05018e+06	1.04502e+06	992986	1.08788e+06	989664	1.25379e+06	1.0287e+06	1.31808e+06	972896	1.36115e+06	967185	1.33289e+06	1.30565e+06	1.25271e+06	1.35442e+06	1.30145e+06
P12980	P12980		LYL1		14402.1			14446.4																
P13010	P13010		XRCC5		2.08366e+06	2.68546e+06	2.57047e+06	2.10783e+06	1.92011e+06	1.93096e+06	1.94549e+06	2.07559e+06	1.9892e+06	2.36679e+06	2.15294e+06	2.41756e+06	2.04859e+06	2.41223e+06	2.0722e+06	2.27058e+06	2.50219e+06	2.51949e+06	2.45103e+06	2.61627e+06
P13073	P13073		COX4I1		1.12396e+06	1.31583e+06	1.30961e+06	1.13876e+06	728407	744950	730944	706513	674531	808437	796319	772598	718750	705845	878503	765612	771679	974215	756127	783196
P13164	P13164		IFITM1		95353.1	290293	19863.1	107150	2.15156e+06	1.91908e+06	392640	2.3077e+06	2.185e+06	223147	1.76847e+06	210957	1.87059e+06	202751	2.16753e+06	213988	237819	216541	240008	225338
P13196	P13196		ALAS1		12209.9			11192.4																
P13224	P13224		GP1BB		91232.4			88622.6	81288.3	67986.3	67674.3	88316.3	58388		15655.4		63253.6		93998.8					
P13284	P13284		IFI30		33341.8	131791	141586	45815.1						24181		36116.5		16898.5		34359.8	32505.9	28790.9	31937	39190.6
P13473	P13473		LAMP2		142755	743862	749090	156046	215388	188328	227802	227340	253536	718434	135616	698538	172500	643865	148632	682959	677111	719424	726552	758018
P13489	P13489		RNH1		944471	514983	514545	883471	994654	947729	960754	969813	953473	504340	955680	520500	958356	490341	988158	532637	493063	485168	544306	488723
P13637	P13637		ATP1A3		767297	713146	527692	451992	955317	816938	644640	834127	749385	1.87149e+06	697607	2.03804e+06	614885	1.83042e+06	849768	1.90485e+06	1.92081e+06	1.92364e+06	1.86537e+06	1.93015e+06
P13639	P13639		EEF2		1.26549e+07	9.64536e+06	9.35164e+06	1.07925e+07	1.16633e+07	1.15537e+07	1.12303e+07	1.16085e+07	1.10439e+07	8.75935e+06	1.09551e+07	9.0315e+06	1.14242e+07	8.76071e+06	1.10594e+07	9.11323e+06	9.32109e+06	9.29384e+06	9.37894e+06	9.12979e+06
P13645	P13645		KRT10		91783.6	1.41773e+06	1.38181e+06	82760.3		1.1501e+06	183799	179365	286626	1.21033e+06	1.14723e+06	1.24985e+06	165644	1.23147e+06	279286	1.19738e+06	1.28677e+06	1.31418e+06	1.29835e+06	1.29526e+06
P13667	P13667		PDIA4		496979	643969	606667	475441	531088	526941	505218	533779	534827	589800	535191	575511	521626	646002	526171	596737	596676	591697	634750	640943
P13674	P13674		P4HA1		88211.9	111482	123846	86580.2	94150.7	87340.1	98810.2		94002.9	117534	66316.7	93767.4	73570.2	91574	73600.5		100564	101542	97061.9	112761
P13693	P13693		TPT1		831658	809796	956865	781706	709109	599394	863307	616291	672159	446144	829364	523476	766827	782669	694628	800519	699240	668670	728747	690072
P13716	P13716		ALAD		20907.2	33927.7	36041.4	23861.5											43414.7					
P13796	P13796		LCP1		911389	409854	328912	1.01193e+06	1.13911e+06	1.14867e+06	1.07512e+06	1.19858e+06	1.11735e+06		1.06516e+06		1.12047e+06		1.12669e+06		2.30207e+06		1.42456e+06	
P13797	P13797		PLS3		831256	1.07796e+06	1.03163e+06	749226	978907	958268	894455	955562	956774	1.00396e+06	917708	1.01574e+06	920954	1.09419e+06	844883	982550	1.06102e+06	997170	1.03505e+06	1.02908e+06
P13798	P13798		APEH		380038	284791	313892	393709	475142	493512	463803	486669	501877	388208	447064	390137	479551	394281	443638	401011	399346	390366	404406	401005
P13804	P13804		ETFA		803034	1.21461e+06	1.18215e+06	839272	954036	937192	932154	933252	929626	1.40265e+06	927408	1.28293e+06	937905	1.34415e+06	947740	1.33507e+06	1.50051e+06	1.51771e+06	1.43287e+06	1.51412e+06
P13807	P13807		GYS1		70357.1	223797	231772	73809.8				86397	43854.3	219593		237641	85718.4	220770		201815	218727	249897	204255	211540
P13861	P13861		PRKAR2A		398167	522776	519700	409159	582149	585723	633084	542136	568985	861457	579589	785379	614521	814830	590583	745188	734087	777449	817903	746842
P13928	P13928		ANXA8			119696	113977							41438.2				42040.2				49914.2		
P13929	P13929		ENO3		95299.7	133713	153662	164820	26559.6					80198.6		161781		130903		121065	106007	87595.9	170105	110298
P13984	P13984		GTF2F2		218802	115319	120183	187733	352496	330646	326206	328461	380405	267040	285685	228830	337036	177216	351933	181794	153062	159717	235855	189478
P13987	P13987		CD59		493422	3.81239e+06	3.70166e+06	498675	391189	235421	338024	437035	223011	1.7241e+06	305145	1.46241e+06	303171	1.59498e+06	425811	1.65514e+06	1.62016e+06	1.83813e+06	1.61927e+06	1.79843e+06
P13995	P13995		MTHFD2		282735	235847	223187	238393	486923	514211	484806	494490	559450	358430	500412	328893	484080	403129	493813	407973	365858	377001	394726	414888
P14174	P14174		MIF		4.39985e+06	8.99375e+06	1.05458e+07	4.29795e+06	4.30177e+06	5.14864e+06	4.27975e+06	5.1124e+06	5.20834e+06	9.81506e+06	4.23607e+06	8.82748e+06	4.5329e+06	7.45124e+06	4.50238e+06	1.10743e+07	1.09248e+07	1.14018e+07	1.03395e+07	1.08072e+07
