Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_8.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_7.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_6.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_5.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_8.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_7.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_6.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_5.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_blk.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_blk2.raw
P26599	P26599		PTBP1		283350	298957	283497	289118	301402	262074	283615	245333	290806	239653	248561	243603	242877	241430	248303	248170	242157	239797	245769	242352	292460	286005	297839	294392		
P26639	P26639		TARS1		274448	269800	279050	277279	258096	271690	285612	255342	290784	269971	278038	276603	260771	260887	267403	266933	266353	258593	273346	262938	236002	250942	259390	250174		
P26640	P26640		VARS1		44524.1	42589.3	43192.4	40996.2	39346.1	37928.9	36930.6	30984.2	40816.7	33563	31067.9	34331.7	38189.9	35570.5	37966.1	37078.9	34322	38027.6	38734.7	39583.8	29627.6	33426.5	31084.6	33141.6		
P26641	P26641		EEF1G		552184	575767	548248	540388	537038	557942	547883	610291	557730	603890	603976	605796	624254	626808	634851	625041	614035	628743	620691	646233	649560	650310	652172	654083		
P26885	P26885		FKBP2		40357.9	55851	45649.6	53301.6	59773.1	56683.1	56841.9	58945.8	55017	47327.2	49855.8	51492.7	48514.4	43700.8	44597.4	42053.7	47196.4	43849.5	49993.5	50461.2	57342.6	48470.3	54459.2	55802.7		
P27216	P27216		ANXA13									42857		41060.8	49243.1	46183.4									48404.2	55359.7	50114.6	50766.6		
P27348	P27348		YWHAQ		634322	643741	660462	614303	592957	600235	592764	569690	601421	407903	595511	594346	556717	520162	531509	545353	526678	520060	533886	496305	648494	660592	686489	661918		
P27635	P27635		RPL10		418718	437787	427070	384338	441572	412681	439821	396800	440031	392971	381057	355733	378576	405178	383960	413797	409512	393787	399598	416322	398215	397599	397855	409908		
P27694	P27694		RPA1		80150.1	57803.3	73159.3	92598.2	69774.9	68326.9	63893.1	39359.5	61470.5	43824.5	42027.2	33720.4	37892.5	42348.9	40190.8	40687.4	37566.7	44977.1	39919.2	44596.1	40071.4	35575	38848.9	34578.9		
P27695	P27695		APEX1		130789	137601	129069	133259	142715	143061	140276	134807	140283	137674	144417	134188	120863	125737	120655	121296	125286	123545	123912	120238	136718	126770	124188	130421		
P27708	P27708		CAD		51328.4	51129.2	48647.3	49302.6	49742.9	48215.9	51965.2	56705.1	50760.9	54426.1	56898.5	50073.6	56177.8	55829.9	55400.5	52367.8	52534.7	53768.7	54360	53891.3	47361.3	47694.4	46346.5	49695.4		
P27797	P27797		CALR		430617	463802	428341	442135	441702	453389	443113	476368	487329	487331	459385	421637	397203	376171	404119	390472	383614	370400	373600	365395	425963	435470	381498	372230		
P27816	P27816		MAP4		64878.7	65041.2	60763.5	65309.5	59195.9	58570.5	61983.4	65039.1	61628.6	68437.6	67327.5	66055.6	66048.8	64496.7	62398	63034.7	64655.8	66203.7	66245.8	67165.6	64522.2	64227.4	69237.9	63508		
P27824	P27824		CANX		201635	188796	213320	202154	206349	200506	208623	248841	213177	245781	259167	255199	215608	221247	216955	235456	231144	215837	223822	217693	226914	228089	221457	225094		
P28062	P28062		PSMB8		10098.9			4962.77	8707.94	11436		19338		21052.9	19538.8	18582.8	20456.8	23695.2	21109.2	19545.2	21437.3	19390.4	24495.7	17802.4	20807.6	19741.8	16883.3	19467.1		
P28066	P28066		PSMA5		161988	160278	154301	164222	138244	135240	164949	134571	176372	142335	143333	153927	158956	155480	169338	161138	162543	157423	172107	172729	195702	168890	219717	208452		
P28070	P28070		PSMB4		105072	110798	104805	105444	114747	110673	108500	104350	107630	102907	100834	96113.2	104914	94385.6	100958	93188.1	91202.9	104715	97029.7	95486.4	87200.2	93815.6	90924.7	94740.5		
P28072	P28072		PSMB6		194916	194958	195910	191283	204618	206573	195545	196185	196877	193819	194102	180331	223838	228984	242924	233004	223187	234213	238550	225720	219672	223776	227349	205543		
P28074	P28074		PSMB5		38008	44525.3	43999.3	40854.3	47163.3	46471	42937.6	42705	44652.7	47079.6	43910.9	43613.4	49615.9	51724.4	50521.3	56356.3	52946.4	51388.5	49614.1	53752.1	46881.7	49190	42574.1	45358.2		
P28331	P28331		NDUFS1		3142.61	3590.52	5398.28					3968.33	2522.13			4836.24												3239.03		
P29401	P29401		TKT		752508	741040	810853	756543	719801	701382	733138	812529	754323	849712	875033	832077	794623	809635	817283	804334	824029	807812	836067	805420	798178	764485	790457	803718		
P29692	P29692		EEF1D		285933	301607	294309	301319	287439	294395	304549	281572	288848	290549	284342	286141	286580	283506	284088	289226	280824	289810	288602	280450	306744	313324	293620	308583		
P30040	P30040		ERP29		87198.1	88189.2	85716.5	86064	83927.2	86060.6	88134.6	71842.8	89804.7	75817.3	83163.5	79862.5	73571.6	75605.7	71910	73191.2	75801.1	71513.8	77713.1	72865.3	76602.5	79132	77613.2	77656.7		
P30041	P30041		PRDX6		749826	749315	725024	737957	713990	692062	733764	798495	719868	808165	777903	811355	732231	717098	739043	715999	723951	727143	761934	721873	784472	800780	814428	809306		
P30043	P30043		BLVRB		128358	135403	128844	134368	106067	116285	80721.7	105783	110972	128982	115450	126257	158978	128077	155150	139657	121287	146650	138916	150112	113101	116596	107991	114812		
P30044	P30044		PRDX5		543924	514402	547851	567348	555256	551134	518141	637446	541448	647426	682101	657219	666207	647209	658585	675339	653139	636351	690640	659433	643361	625215	632091	618636		
P30048	P30048		PRDX3		135837	138096	132956	132597	135501	134836	134147	157728	125504	147063	158999	144916	149747	140399	141467	142584	144313	147273	143909	145368	127954	136294	132414	128565		
P30049	P30049		ATP5F1D		172140	180858	174112	174585	167006	161200	165102	99468.6	171245	106236	97754.1	97073.6	150380	147036	148831	149917	145882	148676	138572	144562	122566	136793	124679	133131		
P30050	P30050		RPL12		547129	508620	545666	544162	476723	489316	521662	543267	512540	555083	557245	516526	560203	520017	519930	499834	531085	511989	534830	521565	541988	502389	469209	525739		
P30084	P30084		ECHS1		85315.7	82726.1	89275.4	84222	88960.1	80012.1	80390.3	90295.6	83443.5	105558	103303	94960.9	108799	104899	106272	100074	96600	93600.7	104990	96188	100846	95142.9	96048.3	100876		
P30086	P30086		PEBP1		210646	215477	197907	199106	207914	209070	209323	211554	203683	211684	206295	216627	189170	195561	187604	186734	195138	195790	189705	193373	232054	216428	220938	221252		
P30101	P30101		PDIA3		420697	424085	430128	416271	395464	417727	417798	426630	424436	437325	445052	471315	441238	434065	435803	440422	447945	434465	452328	442422	432552	433328	428224	441062		
P30153	P30153		PPP2R1A		214995	187090	205017	221416	175386	173508	172185	179819	223611	186202	186274	180403	215400	219975	222192	213260	205637	203969	221832	204578	149635	167014	181250	171965		
P30419	P30419		NMT1		88715.9	98098	87532.3	83906.4	93561.4	89620.3	88354.8	95422.6	88479.2	90195.3	90522.6	79182	90345.3	90421.4	92704.8	93486.2	93125.6	99385.3	87536.8	91959.3	84138.2	81186.3	75588.3	78757.1		
P30520	P30520		ADSS2		22789.4	28521.8	27671.6	24250.7	23811.8	25760.7	24124.3	29473.7	23864.8	26746.1	24014.2	27321.4	24997.3	24709.2	27969.7	26572.6	23105.1	24399.4	24571.2	26606.6	30985.1	26482.8	33094.3	28109.1		
P30740	P30740		SERPINB1		63653.9	73142.5	74262.7	78174.2	67085.1	67796.3	70605.8	75628.7	61501.8	78125.6	84111.2	81911.5	64278.6	66203.6	66575.3	59849.3	67596.4	60622.5	72179.5	60756.6	77882.5	73965.7	71802.8	74712.6		
P31040	P31040		SDHA		70053	63183.2	59604.1	61236.1	64538.3	63927.1	62751.3	53849.4	57395.6	58912.6	58081.1	55119.8	60196.1	58579.3	60990.9	51534.7	57995.2	54427.8	59994.4	58737.3	63207.4	60675.3	53267.2	58521.1		
P31153	P31153		MAT2A		52479.5	62511.4	53033	53316.8	51891.3	54716.3	54910.6	66340	57252.8	67421.6	65686.4	64367.1	73343.6	75696.2	68375.2	67587.1	73574.9	66629.1	67087	71855.9	58595.5	60706.7	54723.1	65064.4		
P31327	P31327		CPS1		422666	417276	416810	415114	415990	398622	410019	407505	416687	408429	404525	402137	405116	382415	401726	383548	393413	396113	387380	394196	419794	420696	413680	419823		
P31689	P31689		DNAJA1		16091.9	18088	15518.7	16313.2	12989.6	17728.6	19601.3	11476.3	13901.7	11861.4	17634.9	13521.7	17127.1	19109.9	15934.4	18761.5	21002.8	19790.4	19535.5	18258.2	26019.1	23186.3	22701.9	26727.9		
P31930	P31930		UQCRC1		97408.5	93336	96741.1	105100	94269.7	92297.9	91286.9	101129	89141.7	100150	101857	99652.2	97001.7	95482.3	96462.3	93091	87516.8	95960.6	95212.6	92456.1	94136.2	94501.3	89339.8	90208.9		
P31939	P31939		ATIC		121566	133271	117910	122399	131720	127501	130256	109028	124546	118826	113162	106809	121506	114021	111724	111704	119798	127447	119537	116205	118633	118204	121129	119666		
P31942	P31942		HNRNPH3		134126	127725	132128	134456	119248	123160	128801	205673	123130	288581	292693	270901	118721	146090	130579	153584	119433	126858	123074	134574	120295	118294	113178	120888		
P31943	P31943		HNRNPH1		290009	308142	306964	315839	267648	270756	284257	315710	325963	321400	336763	330924	307062	312634	307823	321236	319347	305161	326264	308805	315736	348146	318596	302840		
P31946	P31946		YWHAB		292572	293140	274271	262283	341827	321296	306336	338460	303937	339640	348660	335297	281252	290891	289862	277955	309868	284270	302256	291694	332883	350090	309768	336687		
P31947	P31947		SFN		133316	128696	133530	120153	159228	157354	139864	157112	145639	166335	175409	155426	99647.5	103670	109130	104707	113123	99474.7	108253	98600.4	158913	153549	146252	158056		
P31948	P31948		STIP1		156131	149114	166143	157129	147641	142982	154851	177651	168720	184007	175564	182377	188457	187654	186120	180900	185971	187905	192409	190163	188373	203827	203622	196417		
P31949	P31949		S100A11		1.34446e+06	1.34357e+06	1.3045e+06	1.28842e+06	1.34422e+06	1.25622e+06	1.13894e+06	1.63118e+06	1.27469e+06	1.72239e+06	1.73424e+06	1.67853e+06	1.53283e+06	1.43616e+06	1.43391e+06	1.47107e+06	1.52152e+06	1.40483e+06	1.44834e+06	1.36509e+06	1.44242e+06	1.49551e+06	1.50315e+06	1.51091e+06		
P32119	P32119		PRDX2		465386	474424	453090	448517	475278	467875	466554	538095	486500	524100	535903	516754	490470	481714	490035	474756	484787	475389	479517	493178	509681	495861	503668	507449		
P32322	P32322		PYCR1		71622	80432	73505.6	80023.3	62979	65581.1	78334.4	45261.5	77027.2	50324	51559.7	54102		50165.3	52118.5	50994.1	54194.9	55998.5	54565.3		123848	117391	118383	130801		
P32969	P32969		RPL9P9		193305	190548	187736	164756	178199	190296	195852	213521	188148	227390	223197	202428	165965	189655	181650	165888	176700	174285	181560	174696	176087	181940	175738	185787		
P33316	P33316		DUT		109019	114356	129719	121412	114689	113924	120761	130883	123976	133291	137653	142741	137698	137445	148229	139561	148444	130970	144818	138278	144592	133988	148487	140501		
P33991	P33991		MCM4		149176	144645	138321	137529	170267	155714	139437	109249	153549	109698	120882	109526	105149	103842	108406	104019	99799	108128	103438	108985	107518	113616	113770	112589		
P33992	P33992		MCM5		104530	102312	96331.7	95877.8	95824.1	100295	108650	93972.5	107731	86840.3	97885.5	90814.5	94332.9	92857.1	94238.6	91934.6	97191.1	97244.8	94092.7	94251.1	88450	75450.8	78137.8	78271.3		
P33993	P33993		MCM7		173272	176945	162326	169423	173980	159452	170856	160157	150061	152623	154853	165488	156817	151521	148195	158748	147802	166120	157917	159165	169238	181746	174696	174693		
P34897	P34897		SHMT2		238754	230847	236528	234659	198972	196991	212508	196973	214469	198493	195854	200543	230989	215185	225839	225171	219715	230181	223705	219369	187019	200787	201056	198086		
P34931	P34931		HSPA1L		65776.6	66698.6	59149.3	57082.7	64651.3	61536	59486.8	63316.3	61617.5	63326.9	65541.9	68121.8	46040.1						76186.5		55633.4	54713.7	55162			
P34932	P34932		HSPA4		78888.3	79049.5	81410.8	77704.5	72488.4	75794.6	71997.3	89126	73007.7	87038.4	90597.1	88251.6	83363.1	81098.4	85489	79848.3	81932.9	77943.4	83688	80832	85291.1	83727.9	85787.3	82873.5		
P35232	P35232		PHB1		162607	165811	159320	160356	166618	152268	158202	177316	162754	177912	168830	165645	168948	165164	170244	167974	165263	171341	164682	165104	156445	155674	157234	156800		
P35237	P35237		SERPINB6		118447	108476	128484	136096	109390	107743	114720	112337	130051	114965	114553	117111	106780	116001	113307	113646	117000	104947	117609	108209	111482	113718	119339	112530		
P35241	P35241		RDX		132773	129541	126084	127317	120667	128180	127931	120805	128084	120141	125162	127403	146800	135693	147794	147573	138521	142328	148829	147430	120644	123294	125620	125625		
P35250	P35250		RFC2		35681.8	37814.1	33419.7	39253.5	32860.4	33661.9	31468.5	34575.7	35885.5	35979.7	34272.4	35859	34933.9	34778.1	38051.8	35533.4	38165.1	37952.7	37512.7	38678	39734.4	39389.7	35430.6	43764.5		
P35268	P35268		RPL22		628012	629931	601150	613289	586783	581505	601502	642268	626404	625954	666482	659056	723165	665550	709425	677184	692858	677352	688615	697767	649298	657042	686377	659082		
P35270	P35270		SPR		35468.7	37497.9	40174.7	35255.1	47686.9	35640.1	43121.4	29930.1	42236.8	32372.8	31635.2	27790.7	36039.8	33551	35461.5	28393.6	27854.3	28621	29191.7	29861.4	43480.5	36584.7	43869.7	36945.8		
P35579	P35579		MYH9		162347	168068	160755	156540	159622	157666	158641	158637	162533	162948	159907	164481	133763	141811	140440	136642	138904	135963	140731	138084	153378	155086	155089	155863		
P35606	P35606		COPB2		73055.7	87940.9	83666.2	91052.4	89337.2	77245.5	85522.6	67433.7	86694.4	67658.3	63604.9	63792	71659.2	76279.3	78747.2	75639.7	85569.4	85441.5	80993.2	88001.9	62148.2	61283.8	63759.1	72356.9		
P35613	P35613		BSG		475084	440320	493848	456612	465143	447852	498608	506280	446355	469485	474121	461173	376895	452195	437021	443782	480142	515235	451334	464695	397402	431860	437378	416599		
P35637	P35637		FUS		473897	334604	375057	340966	330764	465271	318743	344577	355927	284484	427927	472363	478311	464516	596013	423593	423444	463474	451152	586652	317697	490625	332242	318677		
P35659	P35659		DEK		101780	98353.6	110535	111778	93424.3	91592.3	101151	84099.2	104782	85296	88870	93635.5	93347.5	90243.5	95065.9	96252.5	96566.5	85533.4	103848	87797.8	75004.1	84301.3	89401.3	82020.1		
P35754	P35754		GLRX		26954.2	31247.4	24556.6	24005.2	23642.6	27258.5	27017.7	20209.3	23007.8	21017.8	24918.6		24737.4	24833.6	24833.1	24410.9	25566.6	22179.6	24483.5	27621.4	27206.1	30364	27475.8	30856.7		
P35908	P35908		KRT2		91363.1	84630.6	95679.5	84692.8	82079.3	86446.3	93218.7	90673.5	93788.6	78985	107434	108921	101061	66282.8	94413	95978.8	72260	83709.5	92363.1	72271.4	99782.6	97294.4	101441	93702.6		
P35998	P35998		PSMC2		78722.5	71912.3	79316.8	77075	79328.5	82747.5	80819.4	68346.2	79331.4	69295.4	64453.8	61089.4	69177.9	65849.7	68613.1	65037.3	69010.7	64611.8	64802.2	67751.9	65707.8	69482.4	74144.1	69659		
P36542	P36542		ATP5F1C		73408	72638.6	76134.5	72479.2	74927.4	76659.3	67884.4	82749.9	71890.4	79865	75855.4	74007.5	76754.7	73042.9	73917.2	74824	71281.5	73537.7	71220.5	68964.6	75536.3	77870	81647.4	74027.5		
P36578	P36578		RPL4		519870	513675	511855	507234	486131	491777	511052	440394	496706	469535	448728	444910	483854	460356	485075	470728	500282	483177	485094	486713	428315	420004	442239	436790		
P36776	P36776		LONP1		43937.5	35078.3	45749.9	51710.2	49049.9	42296.4	45613.2	41174.9	44226.2	40247.9	43443.2	44392.1	39614.3	33815.4	35189.7	39195.9	38110.9	34934.1	38606.3	34879.7	42411.1	44849.2	43888.2	43444.6		
P36871	P36871		PGM1		1.90094e+06	1.92744e+06	2.01772e+06	1.9952e+06	2.09408e+06	2.08972e+06	2.18629e+06	1.47366e+06	1.7473e+06	1.44517e+06	1.45657e+06	1.4486e+06	1.53766e+06	1.4708e+06	1.45986e+06	1.49854e+06	1.49169e+06	1.52734e+06	1.52851e+06	1.51353e+06	1.46339e+06	1.2747e+06	1.43152e+06	1.35368e+06		
P36873	P36873		PPP1CC		38799.8	36334.8	35342.9	33850.6	37783.4	37546.9	34469.6	25047.7	35256	26740.7	30370.7	34724.2	34452.4	28870.6	31738	26703.1	35567.6	29622	33193.3	35274.4	26733.9	27105.3	29331.5	29507.5		
P36952	P36952		SERPINB5		229805	224549	217688	214637	211657	220255	204088	230362	213757	219180	217244	226160	215601	218283	227740	217153	210121	230454	217986	220614	228506	213656	209583	223508		
P36955	P36955		SERPINF1		31194.9	26813.6	21810.6	21633.9	28516.1	29485.3	20200.5	33359.8	23728.5	29755.5	33165.5	30675.9	20323.2	20904.5	24293.5	19659.5	17544.1	17711.5	20551.3	19205.2	34383.7	33100.7	33887.2	33078.8		
P36957	P36957		DLST		89286.2	86104.2	91432.2	97159.1	98431.7	97690.9	93699.6	94843.4	93426.3	102133	101024	100666	92056.2	87994.8	93883.6	88271.5	92486.9	90627	91625	93371.7	92858.8	100646	101350	100567		
P37108	P37108		SRP14		86689.6	94887.6	84392.9	95992.7	74747.5	87279.7	82265.7	128533	71966	143064	148177	140897	123929	127730	112593	125646	112329	120482	117720	116195	120552	126395	134680	122767		
P37198	P37198		NUP62					23931.9	30284.6		28947.4						11067.6	31423.4			17204.1			31636.4	30896.9		24035.2	31569		
P37802	P37802		TAGLN2		246044	232099	255105	278067	209111	230316	242579	264181	267452	279570	300663	331312	319311	321685	316605	324097	334504	316059	343544	306144	288269	320071	330047	309042		
P37837	P37837		TALDO1		204796	195416	209937	199966	195621	202272	209000	239306	211773	249327	249864	254220	237190	237405	238054	238712	237167	226228	244717	234642	212434	221779	220500	216180		
P38117	P38117		ETFB		221225	230096	225782	228144	214369	212514	238252	218350	233543	232719	222915	220275	226977	229354	223263	228499	236233	232631	233224	235872	235613	243253	244068	240127		
P38159	P38159		RBMX		190125	183530	193615	192372	187438	186078	189993	197056	200921	196133	191842	191684	204586	202602	198335	201173	205299	203674	209736	206291	197996	208076	203430	210801		
P38606	P38606		ATP6V1A		22830.3	17291.1	22244.4	23312.9	10918.5	15402.4	18320.7	13799.5	21661.2	14266.5	16962.8	21749.7	16090.4	15922.1	15151.1	18393.6	20536.3	11630.7	21377.3	15200.1	13740.8	20291.9	21587.2	15667.1		
P38646	P38646		HSPA9		364312	365446	370560	379294	353211	353428	350964	366862	363093	364118	373561	383948	394826	378706	385475	383940	386578	387650	387001	380999	354875	359950	362179	353246		
P38919	P38919		EIF4A3		149887	164168	156083	171830	142598	140141	157587	120311	144734	120192	126369	129643	134777	132269	126337	132548	125371	132322	133701	128239	130197	125837	130141	118076		
P39019	P39019		RPS19		443174	438994	430522	421344	427351	414642	412321	389851	440901	389747	382772	383078	405000	406644	408073	399325	386834	401312	395051	414913	399767	394338	386552	392601		
P39023	P39023		RPL3		219802	221699	201158	192371	248760	241914	208874	225629	199718	248803	250036	239103	225423	228168	241786	234816	233598	246255	248573	223948	240727	247656	221310	223725		
P39656	P39656		DDOST		64046.6	66157	66189.5	61490.1	59863.8	61714.3	60210	63727.1	62236	59089	63923.4	61312.9	63797.3	61260.7	59258.4	60902.3	59557	66403.3	64642.4	60093.6	58126.6	54583.3	58153.7	58581.3		
P39687	P39687		ANP32A		457290	472369	460712	468869	445260	450692	475276	423066	462085	454508	444409	475982	474116	448818	472181	463886	440567	460377	427886	450152	525058	525885	514811	504295		
P39748	P39748		FEN1		303930	321734	318597	322397	286453	250232	332577	255207	332195	271726	272704	269429	279619	245656	297590	321752	264225	334228	286346	285526	274870	266851	281019	278583		
P40121	P40121		CAPG		73359.6	78609.4	71210.8	78909.6	78295.4	77272.4	76525.9	81713.3	76075.8	80860.8	83338.4	77231.6	77518.9	77191.9	80171.9	76324.9	77983.7	70237.7	85679.1	77166.8	72853.5	73841.9	68852.5	70110.9		
P40227	P40227		CCT6A		133892	140309	138442	132480	128197	130366	130474	141102	129265	143628	136451	133698	156084	150025	146725	150568	141806	147154	148596	149193	132759	130700	137467	134273		
P40261	P40261		NNMT		260065	257523	251323	272309	269461	250001	300965	280366	251358	250677	269804	264436	289746	292005	305926	302270	285529	306802	293782	318750	229526	230884	218888	228774		
P40429	P40429		RPL13A		305172	339850	341770	329318	265470	267917	299246	320087	296889	298686	340534	308279	408512	380567	403747	385065	372967	406598	382836	400250	339130	344938	335428	357707		
P40925	P40925		MDH1		184516	191575	200994	202953	186413	206002	191529	215398	202639	219428	229056	229014	224114	214528	219428	223777	225211	213478	220725	215499	219139	207364	226068	207467		
P40926	P40926		MDH2		262252	243743	264540	272537	267327	256785	262318	275815	259330	272157	279622	287921	282215	285006	280574	285692	293223	291594	296972	288091	263934	276413	277280	272210		
P40939	P40939		HADHA		118773	108981	112436	126861	100923	105673	98435.2	112184	112989	112674	113849	122060	97150.5	107168	100059	105314	101354	92195.9	110140	99315.7	101372	108644	106149	109134		
P41091	P41091		EIF2S3		201986	206054	198619	197056	196549	202227	197242	213690	202455	212091	219994	218589	218260	204798	213354	208349	213319	204025	210489	207216	202013	195684	191749	199638		
P41250	P41250		GARS1		283370	255035	281967	284116	263580	255536	270928	250518	283622	252038	250177	235670	287066	291167	297162	291680	290969	292574	286965	294535	219023	229788	218840	221690		
P41252	P41252		IARS1		152879	146366	149860	154185	163077	165814	145475	173897	154298	180812	174590	186478	186471	183579	177788	177387	182846	173917	188418	183078	183784	177279	193853	191031		
P42126	P42126		ECI1		21984.8	21707.5	25596.2	27443.1	13874.9	13991.7	18565.7	19623.9	20374.9	24363.8	26676	27678.4	29527.3	29171.4	30760.5	29555.6	31149.1	20385.5	31139.7	23570.2	20519.4	23058.6	24560.7	22391.2		
P42167	P42167		TMPO		163178	161044	167222	160924	157356	153510	168913	155310	173450	154856	153843	165860	151187	148781	155843	152387	159576	154430	154530	154624	165964	166561	163949	162597		
P42677	P42677		RPS27		267325	279818	283202	288095	280675	268955	267406	280114	292118	271268	278018	290931	273725	274955	277034	285992	269674	275631	290272	280305	320485	325096	335074	324410		
P42704	P42704		LRPPRC		165849	167178	160970	161197	158235	163506	160291	156433	161890	167087	160696	159216	164690	158914	163515	160607	172418	161085	163473	160896	146792	157478	160055	148359		
P42765	P42765		ACAA2		142698	141723	137908	149322	135129	142533	147655	165697	146330	158110	151733	150762	146958	143156	152433	141950	138121	144565	139292	146351	140856	137618	146399	137586		
P42766	P42766		RPL35		799218	929163	811593	831995	768388	802940	843183	847838	800957	833670	861769	866390	856396	810017	850917	835657	835556	828069	836764	853608	753187	769439	799596	808813		
P43034	P43034		PAFAH1B1		69960.9	59198.3	66042.3	64312.6	62298.4	67305.2	65556	62401.3	72764.1	56731	61759	56987.5	54197.2	50934.2	53227.2	48528	49114.8	55281.4	50315.3	50574.9	54434.8	53141	55832.5	57908.1		
P43243	P43243		MATR3		178432	208750	178783	179299	175427	179250	171900	177878	172817	196167	185584	203074	188803	182951	174323	180279	184410	172447	193037	175507	186015	185559	182191	188089		
P43307	P43307		SSR1		66099.5	71336.4	68957.1	68308	64214.8	66233	71445.7	62513.9	72036.1	58626.5	59235	59641.4	49931	58305.2	51020	54946.6	47784.3	56542.5	57345.5	54631	66268.6	65053.5	70346.9	63344.2		
P43487	P43487		RANBP1		58663.2	61964.7	55999.8	58250.7	67240.7	65057.7	60503.2	81515	56423.4	86615.8	81311.7	76324.1	63039	58260.4	63071.4	65717.4	66300.8	59282.2	63260.9	56556.9	43117.8	43522	37679.9	44455.3		
